"human_gene_id"	"mouse_gene_id"	"human_symbol"	"mouse_symbol"	"orthology_source"
"ENSG00000134955"	"ENSMUSG00000032122"	"SLC37A2"	"Slc37a2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000083290"	"ENSMUSG00000004798"	"ULK2"	"Ulk2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143545"	"ENSMUSG00000027935"	"RAB13"	"Rab13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177103"	"ENSMUSG00000032087"	"DSCAML1"	"Dscaml1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139697"	"ENSMUSG00000038095"	"SBNO1"	"Sbno1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000163536"	"ENSMUSG00000027834"	"SERPINI1"	"Serpini1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110195"	"ENSMUSG00000001827"	"FOLR1"	"Folr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144824"	"ENSMUSG00000033149"	"PHLDB2"	"Phldb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166148"	"ENSMUSG00000020123"	"AVPR1A"	"Avpr1a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000054938"	"ENSMUSG00000030732"	"CHRDL2"	"Chrdl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167780"	"ENSMUSG00000023045"	"SOAT2"	"Soat2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108515"	"ENSMUSG00000060600"	"ENO3"	"Eno3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187486"	"ENSMUSG00000096146"	"KCNJ11"	"Kcnj11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137513"	"ENSMUSG00000018995"	"NARS2"	"Nars2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000221978"	"ENSMUSG00000029068"	"CCNL2"	"Ccnl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166986"	"ENSMUSG00000040354"	"MARS1"	"Mars1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149016"	"ENSMUSG00000071645"	"TUT1"	"Tut1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162490"	"ENSMUSG00000029005"	"DRAXIN"	"Draxin"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198168"	"ENSMUSG00000074093"	"SVIP"	"Svip"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143297"	"ENSMUSG00000048031"	"FCRL5"	"Fcrl5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134940"	"ENSMUSG00000032110"	"ACRV1"	"Acrv1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167100"	"ENSMUSG00000047181"	"SAMD14"	"Samd14"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149972"	"ENSMUSG00000039488"	"CNTN5"	"Cntn5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137960"	"ENSMUSG00000039131"	"GIPC2"	"Gipc2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108819"	"ENSMUSG00000038976"	"PPP1R9B"	"Ppp1r9b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000180353"	"ENSMUSG00000022831"	"HCLS1"	"Hcls1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149547"	"ENSMUSG00000062762"	"EI24"	"Ei24"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000087111"	"ENSMUSG00000041958"	"PIGS"	"Pigs"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152104"	"ENSMUSG00000026604"	"PTPN14"	"Ptpn14"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175697"	"ENSMUSG00000046961"	"GPR156"	"Gpr156"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000206199"	"ENSMUSG00000074591"	"ANKUB1"	"Ankub1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114757"	"ENSMUSG00000027674"	"PEX5L"	"Pex5l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183671"	"ENSMUSG00000046856"	"CMKLR2"	"Cmklr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000116833"	"ENSMUSG00000026398"	"NR5A2"	"Nr5a2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000118961"	"ENSMUSG00000037669"	"LDAH"	"Ldah"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167085"	"ENSMUSG00000038845"	"PHB1"	"Phb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162753"	"ENSMUSG00000121369"	"SLC9C2"	"SLC9C2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000163093"	"ENSMUSG00000063145"	"BBS5"	"Bbs5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166863"	"ENSMUSG00000025400"	"TAC3"	"Tac2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187634"	"ENSMUSG00000096351"	"SAMD11"	"Samd11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000065911"	"ENSMUSG00000005667"	"MTHFD2"	"Mthfd2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188257"	"ENSMUSG00000058908"	"PLA2G2A"	"Pla2g2a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000170989"	"ENSMUSG00000045092"	"S1PR1"	"S1pr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000127337"	"ENSMUSG00000020171"	"YEATS4"	"Yeats4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182118"	"ENSMUSG00000043068"	"FAM89A"	"Fam89a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162739"	"ENSMUSG00000015314"	"SLAMF6"	"Slamf6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108256"	"ENSMUSG00000037857"	"NUFIP2"	"Nufip2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173812"	"ENSMUSG00000035530"	"EIF1"	"Eif1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000126106"	"ENSMUSG00000048772"	"TMEM53"	"Tmem53"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139436"	"ENSMUSG00000041890"	"GIT2"	"Git2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000057935"	"ENSMUSG00000055817"	"MTA3"	"Mta3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169683"	"ENSMUSG00000025145"	"LRRC45"	"Lrrc45"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000086205"	"ENSMUSG00000001773"	"FOLH1"	"Folh1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114861"	"ENSMUSG00000030067"	"FOXP1"	"Foxp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197063"	"ENSMUSG00000051510"	"MAFG"	"Mafg"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000214140"	"ENSMUSG00000075410"	"PRCD"	"Prcd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000069188"	"ENSMUSG00000041592"	"SDK2"	"Sdk2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162613"	"ENSMUSG00000028034"	"FUBP1"	"Fubp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000171634"	"ENSMUSG00000040481"	"BPTF"	"Bptf"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152219"	"ENSMUSG00000027122"	"ARL14EP"	"Arl14ep"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196655"	"ENSMUSG00000032112"	"TRAPPC4"	"Trappc4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204120"	"ENSMUSG00000048000"	"GIGYF2"	"Gigyf2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108559"	"ENSMUSG00000040667"	"NUP88"	"Nup88"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000150782"	"ENSMUSG00000039217"	"IL18"	"Il18"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149541"	"ENSMUSG00000071649"	"B3GAT3"	"B3gat3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187726"	"ENSMUSG00000030708"	"DNAJB13"	"Dnajb13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000284713"	"ENSMUSG00000109305"	"SMIM38"	"Smim38"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000023171"	"ENSMUSG00000040111"	"GRAMD1B"	"Gramd1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196189"	"ENSMUSG00000028064"	"SEMA4A"	"Sema4a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139209"	"ENSMUSG00000022464"	"SLC38A4"	"Slc38a4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000120071"	"ENSMUSG00000018412"	"KANSL1"	"Kansl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176894"	"ENSMUSG00000029499"	"PXMP2"	"Pxmp2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000180901"	"ENSMUSG00000016940"	"KCTD2"	"Kctd2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000004139"	"ENSMUSG00000050132"	"SARM1"	"Sarm1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110887"	"ENSMUSG00000042096"	"DAO"	"Dao"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162144"	"ENSMUSG00000034445"	"CYB561A3"	"Cyb561a3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109072"	"ENSMUSG00000017344"	"VTN"	"Vtn"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125691"	"ENSMUSG00000071415"	"RPL23"	"Rpl23"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135426"	"ENSMUSG00000034833"	"TESPA1"	"Tespa1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162344"	"ENSMUSG00000031073"	"FGF19"	"Fgf15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172171"	"ENSMUSG00000046909"	"TEFM"	"Tefm"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149269"	"ENSMUSG00000030774"	"PAK1"	"Pak1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141499"	"ENSMUSG00000041346"	"WRAP53"	"Wrap53"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000151490"	"ENSMUSG00000030223"	"PTPRO"	"Ptpro"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185420"	"ENSMUSG00000055067"	"SMYD3"	"Smyd3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000067533"	"ENSMUSG00000001305"	"RRP15"	"Rrp15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173786"	"ENSMUSG00000006782"	"CNP"	"Cnp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162522"	"ENSMUSG00000050390"	"NHSL3"	"Nhsl3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173762"	"ENSMUSG00000025163"	"CD7"	"Cd7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108474"	"ENSMUSG00000014245"	"PIGL"	"Pigl"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000130762"	"ENSMUSG00000029032"	"ARHGEF16"	"Arhgef16"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162267"	"ENSMUSG00000006522"	"ITIH3"	"Itih3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141030"	"ENSMUSG00000019373"	"COPS3"	"Cops3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139531"	"ENSMUSG00000049858"	"SUOX"	"Suox"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000119888"	"ENSMUSG00000045394"	"EPCAM"	"Epcam"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114316"	"ENSMUSG00000032612"	"USP4"	"Usp4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187815"	"ENSMUSG00000064141"	"ZFP69"	"Zfp69"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000115107"	"ENSMUSG00000026389"	"STEAP3"	"Steap3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000123349"	"ENSMUSG00000001289"	"PFDN5"	"Pfdn5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204311"	"ENSMUSG00000075267"	"PJVK"	"Pjvk"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182742"	"ENSMUSG00000038692"	"HOXB4"	"Hoxb4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000180616"	"ENSMUSG00000047904"	"SSTR2"	"Sstr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000213047"	"ENSMUSG00000056268"	"DENND1B"	"Dennd1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141582"	"ENSMUSG00000039989"	"CBX4"	"Cbx4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000181523"	"ENSMUSG00000005043"	"SGSH"	"Sgsh"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000115524"	"ENSMUSG00000025982"	"SF3B1"	"Sf3b1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185187"	"ENSMUSG00000025494"	"SIGIRR"	"Sigirr"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166856"	"ENSMUSG00000058396"	"ACKR5"	"Gpr182"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000179912"	"ENSMUSG00000025404"	"R3HDM2"	"R3hdm2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186765"	"ENSMUSG00000025380"	"FSCN2"	"Fscn2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000068097"	"ENSMUSG00000000976"	"HEATR6"	"Heatr6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110031"	"ENSMUSG00000024696"	"LPXN"	"Lpxn"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178301"	"ENSMUSG00000042797"	"AQP11"	"Aqp11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149043"	"ENSMUSG00000031098"	"SYT8"	"Syt8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185278"	"ENSMUSG00000043467"	"ZBTB37"	"Zbtb37"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197702"	"ENSMUSG00000030770"	"PARVA"	"Parva"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143303"	"ENSMUSG00000004896"	"METTL25B"	"Mettl25b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172554"	"ENSMUSG00000020672"	"SNTG2"	"Sntg2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141068"	"ENSMUSG00000018334"	"KSR1"	"Ksr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109929"	"ENSMUSG00000032018"	"SC5D"	"Sc5d"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182173"	"ENSMUSG00000020781"	"TSEN54"	"Tsen54"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160838"	"ENSMUSG00000023084"	"LRRC71"	"Lrrc71"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182544"	"ENSMUSG00000045665"	"SLC61A1"	"Mfsd5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178401"	"ENSMUSG00000038009"	"DNAJC22"	"Dnajc22"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000142684"	"ENSMUSG00000028840"	"ZNF593"	"Zfp593"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138400"	"ENSMUSG00000025963"	"MDH1B"	"Mdh1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186280"	"ENSMUSG00000053914"	"KDM4D"	"Kdm4d"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175505"	"ENSMUSG00000040663"	"CLCF1"	"Clcf1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000151065"	"ENSMUSG00000041477"	"DCP1B"	"Dcp1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162302"	"ENSMUSG00000118668"	"RPS6KA4"	"Rps6ka4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134186"	"ENSMUSG00000027881"	"PRPF38B"	"Prpf38b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138386"	"ENSMUSG00000002881"	"NAB1"	"Nab1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000078687"	"ENSMUSG00000025571"	"TNRC6C"	"Tnrc6c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110851"	"ENSMUSG00000035529"	"PRDM4"	"Prdm4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167881"	"ENSMUSG00000020780"	"SRP68"	"Srp68"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000158769"	"ENSMUSG00000038235"	"F11R"	"F11r"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111602"	"ENSMUSG00000039994"	"TIMELESS"	"Timeless"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174165"	"ENSMUSG00000006463"	"ZDHHC24"	"Zdhhc24"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141337"	"ENSMUSG00000020604"	"ARSG"	"Arsg"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000117707"	"ENSMUSG00000010175"	"PROX1"	"Prox1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000165973"	"ENSMUSG00000055409"	"NELL1"	"Nell1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162695"	"ENSMUSG00000054414"	"SLC30A7"	"Slc30a7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000240857"	"ENSMUSG00000020621"	"RDH14"	"Rdh14"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000131748"	"ENSMUSG00000018167"	"STARD3"	"Stard3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000115239"	"ENSMUSG00000020305"	"ASB3"	"Asb3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137760"	"ENSMUSG00000025899"	"ALKBH8"	"Alkbh8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000117616"	"ENSMUSG00000037266"	"RSRP1"	"Rsrp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000002330"	"ENSMUSG00000024959"	"BAD"	"Bad"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111361"	"ENSMUSG00000029388"	"EIF2B1"	"Eif2b1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000064199"	"ENSMUSG00000001948"	"SPA17"	"Spa17"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160796"	"ENSMUSG00000056724"	"NBEAL2"	"Nbeal2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176697"	"ENSMUSG00000048482"	"BDNF"	"Bdnf"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000010610"	"ENSMUSG00000023274"	"CD4"	"Cd4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000180720"	"ENSMUSG00000040495"	"CHRM4"	"Chrm4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176148"	"ENSMUSG00000027175"	"TCP11L1"	"Tcp11l1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169855"	"ENSMUSG00000022883"	"ROBO1"	"Robo1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174243"	"ENSMUSG00000003360"	"DDX23"	"Ddx23"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
